NLC," Entries Standard  ",Entries Reduced,"Entries Seasons ",Exits Standard," Exits Reduced",Exits Seasons,Total Entries and Exits
5527,9538,12711,35481,9315,14119,35481,116645
1348,9029,13439,5248,10432,13511,5248,56907
6956,32796,61661,57392,33592,61429,57392,304262
6846,72,1126,4705,2114,1291,4705,14013
9777,52255,33948,20987,51755,33947,20987,213879
2885,8,40,5,15,40,5,113
2048,38266,33565,5818,39939,33646,5818,157052
4111,6648,9810,1966,6936,9824,1966,37150
8130,531,24,0,416,23,0,994
4539,1472,2786,0,2385,2904,0,9547
5196,25439,81573,156470,24334,85759,156470,530045
7187,2032,577,2192,2356,609,2192,9958
7047,12887,12617,60778,12881,13878,60778,173819
5611,51779,95847,123554,33481,100196,123554,528411
5396,14877,29923,42747,11023,32187,42747,173504
5439,6059,10697,19749,6631,11600,19749,74485
8680,2654,4884,0,1997,4865,0,14400
6891,93968,206248,590713,92703,208309,590713,1782654
7227,4318,1846,106,4164,1842,106,12382
7695,1097,105,689,550,105,689,3235
2391,39169,31221,13679,41689,31280,13679,170717
4528,33108,36771,1247,29518,36857,1247,138748
2363,172005,333717,64384,191629,347726,64384,1173845
2406,35885,106759,24459,15630,96991,24459,304183
2098,8541,10957,3005,10106,10958,3005,46572
3965,1690,2989,867,1803,2988,867,11204
1457,78754,146875,107204,48662,149694,107204,638393
9781,51283,33236,59336,52210,33233,59336,288634
1905,3615,3394,1001,3137,3467,1001,15615
4568,5709,1932,284,6682,2246,284,17137
2774,90362,111451,37467,92113,111498,37467,480358
1056,4888,2261,5994,5984,2466,5994,27587
5578,704532,1367387,1747147,423811,1394209,1747147,7384233
5612,4705,3890,3065,4668,5517,3065,24910
5042,250,1713,688,413,2037,688,5789
5924,187449,484862,450473,184750,489160,450473,2247167
5528,17053,30308,64712,14654,33710,64712,225149
6024,39575,40580,190609,23779,41245,190609,526397
1978,31224,78961,3239,29908,78405,3239,224976
3175,105543,293384,107352,103524,294015,107352,1011170
5672,52982,250312,54665,48562,250300,54665,711486
5697,40049,42647,74996,43822,44016,74996,320526
5698,30954,24365,28024,32433,24812,28024,168612
2269,7890,16757,1509,9296,16894,1509,53855
9694,25060,17772,10144,29345,17778,10144,110243
6844,57005,249871,538239,54223,261446,538239,1699023
5640,14364,16326,52376,12268,20768,52376,168478
1011,9281,30391,218,13503,30461,218,84072
5341,22173,62202,148665,19596,65481,148665,466782
6860,7671,39371,71245,6227,40734,71245,236493
1539,7370,12451,12585,6230,13799,12585,65020
5685,417755,901878,954062,399197,925730,954062,4552684
5696,190663,267599,249049,197126,273711,249049,1427197
5440,16532,29408,36103,15592,30778,36103,164516
1218,242607,606438,71674,250476,605833,71674,1848702
1364,8442,18168,55162,9025,21769,55162,167728
6688,14708,29188,4783,16373,28243,4783,98078
4536,2533,1782,348,2978,2201,348,10190
6954,31315,34498,86504,20831,38398,86504,298050
7228,14023,10799,4093,14612,11055,4093,58675
7467,5433,3268,6456,6416,3236,6456,31265
9639,8552,6501,1118,8126,6501,1118,31916
6892,18261,42430,231442,17580,46351,231442,587506
6732,1897,2191,437,2182,2079,437,9223
2988,0,1,0,0,1,0,2
8578,28801,13392,1973,23752,11524,1973,81415
2835,5088,4409,2008,4249,5004,2008,22766
5441,8643,11051,54946,3929,12989,54946,146504
5055,229,48,97,197,249,97,917
2773,12664,16684,12726,13312,18711,12726,86823
5960,17857,38037,18064,18699,39346,18064,150067
5925,10972,9123,14012,11425,9866,14012,69410
5152,134843,362249,500710,85444,365471,500710,1949427
5153,19896,29370,77076,10900,33714,77076,248032
4540,1315,1708,246,1759,1877,246,7151
4893,46241,92340,96155,20913,71877,96155,423681
5579,63180,111749,316103,47057,123060,316103,977252
4891,181182,213834,111472,203540,227186,111472,1048686
2040,36499,24241,19247,37275,24246,19247,160755
6574,41367,44470,20446,42020,44498,20446,213247
3390,9572,5910,5089,9686,6214,5089,41560
5686,9131,5314,34264,8764,6288,34264,98025
7326,2686,1331,934,3309,1338,934,10532
5279,98290,465273,179119,95215,472502,179119,1489518
6907,323,1408,3979,537,1696,3979,11922
5673,3000,3743,3559,3350,6844,3559,24055
1350,1688,1732,5,1876,1727,5,7033
8123,224,104,219,114,105,219,985
4486,374,1046,71,901,1094,71,3557
4487,90344,61348,6477,87768,61458,6477,313872
7327,9606,12210,2169,10089,12944,2169,49187
5031,10788,33005,18254,10129,34661,18254,125091
7514,18189,13868,4734,19242,13840,4734,74607
1138,35119,35128,592,35794,35224,592,142449
7383,3483,3491,787,4327,3486,787,16361
4532,5598,5259,422,5396,5489,422,22586
5232,3928,5906,2588,4489,6249,2588,25748
4537,34349,34630,1746,32449,34775,1746,139695
7917,19228,10869,2970,21240,10884,2970,68161
7328,50251,130613,10291,53433,130646,10291,385525
3380,23925,10145,16961,23749,10233,16961,101974
3392,31381,29348,27758,33238,29612,27758,179095
5827,1794,1582,1482,2059,1584,1482,9983
5838,11280,51029,4172,11158,51970,4172,133781
5856,11681,27097,1122,11236,27836,1122,80094
5857,1290,1653,168,1408,1650,168,6337
3818,3133,7381,3020,2722,7380,3020,26656
9990,23911,14227,9028,27322,14226,9028,97742
8263,557188,1163576,359044,546984,1162123,359044,4147959
1351,1115,1311,10,1075,1361,10,4882
4026,18215,42056,20799,19710,42059,20799,163638
3871,10253,27225,5343,11467,27222,5343,86853
,,,,,,,
,,,,,,,
